virtual_perturbation_component	component_status	TF	testable	reason	OE_value	KO_OE_cosine	dominant_module	dominant_module_KO_shift	dominant_module_OE_shift	donors_opposite_KO_OE	donors_tested	real_KO_module_vector_norm	randomized_GRN_KO_module_vector_norm	real_exceeds_randomized_GRN	CellOracle_reciprocal_support	RFX_shared_nonindependent	condition	module	donor	mean_module_shift	cells	target_TF	control_TF	match_rank	target_mean_expression	control_mean_expression	target_detection_fraction	control_detection_fraction	status	significant_BH
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	progenitor_radial_glia	XDD431	0.0015017471851869	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	BRC2256	3.946338416930519e-06	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	BRC2329	-1.1219407340944651e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	BRC2330	-1.09228161518371e-08	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	HDBR15777	-7.333166399467392e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	HDBR15853	-6.552774001086102e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	XDD395	1.0416561125435537e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	XDD424	3.15283085264969e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	progenitor_radial_glia	XDD431	3.0479294110505087e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	BRC2256	0.000704445727301	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	BRC2329	0.0008198894408077	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	BRC2330	0.0007801865547407	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	HDBR15777	0.0006411170722993	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	HDBR15853	0.0007473959353034	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	XDD395	0.0007626712563464	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	XDD424	0.0007141884998729	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_assembly_receptor_trafficking	XDD431	0.0007440585647074	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	BRC2256	-0.0021793990062656	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	BRC2329	-0.0022166854785043	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	BRC2330	-0.0022565059472058	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	HDBR15777	-0.0022283334620113	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	HDBR15853	-0.002118230888483	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	XDD395	-0.0021900055603892	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	XDD424	-0.0019207835948596	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_assembly_receptor_trafficking	XDD431	-0.0020916577889774	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	BRC2256	5.02320781506447e-06	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	BRC2329	0.000112638510449	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	BRC2330	0.0001016381276322	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	HDBR15777	2.1906627071575556e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	HDBR15853	9.5897709770349e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	XDD395	6.635995221624918e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	XDD424	-6.875548258164237e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_assembly_receptor_trafficking	XDD431	6.637364231868155e-06	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	BRC2256	0.0009910279261221	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	BRC2329	0.0009601175855228	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	BRC2330	0.000825686736734	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	HDBR15777	0.0008697253142734	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	HDBR15853	0.0010893822676744	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	XDD395	0.0009631256762866	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	XDD424	0.0010518819110248	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO	synaptic_membrane_structural_candidates	XDD431	0.0010549715041751	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	BRC2256	-0.0030263414037489	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	BRC2329	-0.0024201798969151	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	BRC2330	-0.0026611328015366	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	HDBR15777	-0.003073619903437	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	HDBR15853	-0.0028511078486861	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	XDD395	-0.0027779102076894	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	XDD424	-0.0025435480978706	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															OE	synaptic_membrane_structural_candidates	XDD431	-0.0029153117433806	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	BRC2256	2.3957456833007205e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	BRC2329	-1.7013499400499085e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	BRC2330	-2.806412103490391e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	HDBR15777	1.5474360454106543e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	HDBR15853	2.9457223442481385e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	XDD395	-5.635740894419879e-06	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	XDD424	3.775426258142188e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFX5															KO_RANDOMIZED_GRN	synaptic_membrane_structural_candidates	XDD431	2.9567754080433377e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	BRC2256	0.0002069628513848	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	BRC2329	0.0006404054153088	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	BRC2330	0.000558983924636	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	HDBR15777	0.000181886244692	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	HDBR15853	0.0002251834971888	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	XDD395	0.000316464525806	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	XDD424	9.207633029600972e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	activity_dependent_plasticity	XDD431	0.0001287132221965	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	BRC2256	-0.0007621119202937	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	BRC2329	-0.0012126329128609	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	BRC2330	-0.001420704625169	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	HDBR15777	-0.000732919808267	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	HDBR15853	-0.0006945426025486	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	XDD395	-0.001199437186309	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	XDD424	-0.0010622580536711	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	activity_dependent_plasticity	XDD431	-0.0008504722380064	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	BRC2256	-0.0001038637616488	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	BRC2329	0.00022429623621	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	BRC2330	1.6654291563576729e-06	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	HDBR15777	-4.684496623327879e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	HDBR15853	5.1506233563391e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	XDD395	-2.14523621815802e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	XDD424	3.948396247706655e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	activity_dependent_plasticity	XDD431	-7.247129795986818e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	BRC2256	-0.001176999192171	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	BRC2329	-0.002633528307871	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	BRC2330	-0.0008686850588856	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	HDBR15777	-0.0018226680403051	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	HDBR15853	-0.0017552360877482	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	XDD395	-0.000916177195089	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	XDD424	-0.0018996375482378	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	astrocyte_maturation_metabolic_support	XDD431	-0.001390401399064	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	BRC2256	0.0077909391396718	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	BRC2329	0.0078063865134808	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	BRC2330	0.0101230269625939	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	HDBR15777	0.0067959834909519	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	HDBR15853	0.0069828881265795	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	XDD395	0.0090986085615166	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	XDD424	0.0068239455340452	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	astrocyte_maturation_metabolic_support	XDD431	0.0073511569160381	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	BRC2256	0.0002217302252523	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	BRC2329	0.0005768048194745	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	BRC2330	0.0003827977190142	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	HDBR15777	0.0002549567334937	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	HDBR15853	0.0002701989138121	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	XDD395	0.0002563593110122	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	XDD424	0.0002284365290697	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	astrocyte_maturation_metabolic_support	XDD431	0.0001960482423238	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	BRC2256	0.0003900887942486	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	BRC2329	0.0005879370025944	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	BRC2330	0.0003653836659064	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	HDBR15777	0.0004678152152303	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	HDBR15853	0.0003902153684251	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	XDD395	0.0003180742047754	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	XDD424	0.0003843324108092	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	axon_guidance_neurite_outgrowth	XDD431	0.0003765378936653	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	BRC2256	-0.0013894414708158	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	BRC2329	-0.0013608612552858	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	BRC2330	-0.0016902158389618	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	HDBR15777	-0.0011643284184039	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	HDBR15853	-0.0013012370382321	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	XDD395	-0.0016190259320743	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	XDD424	-0.0013105875456397	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	axon_guidance_neurite_outgrowth	XDD431	-0.0013679023277362	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	BRC2256	8.084258708282503e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	BRC2329	0.0004953366396667	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	BRC2330	0.0003469468191893	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	HDBR15777	7.89738405054032e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	HDBR15853	0.0001304537595874	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	XDD395	0.0001820274013804	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	XDD424	3.774565412662248e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	axon_guidance_neurite_outgrowth	XDD431	3.628527941031128e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	BRC2256	-6.43453467180853e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	BRC2329	0.0005417358661552	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	BRC2330	7.96977845671884e-05	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	HDBR15777	9.18366501022968e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	HDBR15853	0.0002307427275468	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	XDD395	5.613583390071316e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	XDD424	0.0002420045018787	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	neurogenesis_migration_layering	XDD431	1.0053810731245675e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	BRC2256	-0.0013946969594834	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	BRC2329	-0.0018625274464626	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	BRC2330	-0.0022930000182582	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	HDBR15777	-0.0012139374439472	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	HDBR15853	-0.0010377262868001	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	XDD395	-0.0017983878187794	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	XDD424	-0.0010145663556813	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	neurogenesis_migration_layering	XDD431	-0.0012776262167608	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	BRC2256	9.727068320821126e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	BRC2329	-0.0001385707434371	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	BRC2330	-0.0001653663477667	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	HDBR15777	0.0001546712511092	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	HDBR15853	6.475730611436621e-05	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	XDD395	-2.3011628322814724e-05	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	XDD424	0.000160968847635	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	neurogenesis_migration_layering	XDD431	0.0001377414769056	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	BRC2256	-0.0004809771457817	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	BRC2329	-0.0001204752197819	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	BRC2330	-0.0001162655692509	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	HDBR15777	-0.0005545909400762	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	HDBR15853	-0.0003189751665409	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	XDD395	-0.00014733592513	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	XDD424	-0.0001518154076017	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	oligodendrocyte_myelination	XDD431	-0.0003140454369952	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	BRC2256	0.0010087695528468	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	BRC2329	0.000440193052754	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	BRC2330	0.0004663350549268	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	HDBR15777	0.000956999317263	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	HDBR15853	0.0012931683455032	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	XDD395	0.0011072451673835	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	XDD424	0.0015387965557542	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	oligodendrocyte_myelination	XDD431	0.0011202191737479	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	BRC2256	8.221566832065409e-05	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	BRC2329	0.0004278477153053	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	BRC2330	0.0001793209936469	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	HDBR15777	0.0001492201262388	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	HDBR15853	0.0002033591869101	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	XDD395	0.0001426235323498	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	XDD424	0.0001940461718197	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO_RANDOMIZED_GRN	oligodendrocyte_myelination	XDD431	0.0001039695317727	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	BRC2256	-0.0005941633090872	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	BRC2329	-0.0015059047320717	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	BRC2330	-0.0010046438383808	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	HDBR15777	-0.0006730231687088	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	HDBR15853	-0.0007261707293479	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	XDD395	-0.0007365103833515	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	XDD424	-0.0005170771848625	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															KO	patterning_arealization	XDD431	-0.0005420593442974	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	BRC2256	0.0031422502384215	879.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	BRC2329	0.0038042004969341	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	BRC2330	0.0042542995964365	600.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	HDBR15777	0.0029861148627514	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	HDBR15853	0.0030437040208107	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	XDD395	0.0038469897073357	708.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	XDD424	0.0030775481687397	900.0									
CellOracle_donor_module_effects	canonical_rows_present	RFXANK															OE	patterning_arealization	XDD431	0.0031542538168454	900.0									
